Identificador de la publicación,Identificador de la cuenta,Nombre de usuario de la cuenta,Nombre de la cuenta,Descripción,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Alcance,Me gusta,Veces que se compartió,Visitas al perfil,Respuestas,Navegación,Clics en el enlace,Seguimientos,Toques en stickers,Visualizaciones,sentimiento,hora_de_publicacion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categoría
1.7993311121383948e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,12/04/2023 07:31,<NA>,Historia de Instagram,nan,Total,177.0,1.0,0.0,1.0,0.0,173.0,1.0,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8009826801936788e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,12/04/2023 07:31,<NA>,Historia de Instagram,nan,Total,191.0,0.0,0.0,1.0,0.0,178.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8019191229913816e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,12/04/2023 07:31,<NA>,Historia de Instagram,nan,Total,212.0,1.0,0.0,2.0,0.0,186.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7982256943374746e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,12/04/2023 07:31,<NA>,Historia de Instagram,nan,Total,292.0,0.0,0.0,1.0,0.0,253.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.840246116406376e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¿Has tenido
un sueño que se siente
muy real?",0.0,12/03/2023 13:30,<NA>,Historia de Instagram,nan,Total,2504.0,2.0,0.0,7.0,0.0,2540.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.831741060614251e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Estoy haciendo mi práctica de #31díasdegratitud en Threads. Si quieres unirte, sigueme por allá",0.0,12/02/2023 09:14,<NA>,Historia de Instagram,nan,Total,1049.0,2.0,0.0,8.0,0.0,1067.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.792563981871996e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,12/01/2023 06:06,<NA>,Historia de Instagram,nan,Total,299.0,2.0,0.0,2.0,0.0,301.0,2.0,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7933438987683652e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¿Asistirías a un webinar GRATUITO sobre Sueños Premonitorios?,3.0,12/01/2023 06:05,<NA>,Historia de Instagram,nan,Total,402.0,2.0,0.0,nan,0.0,351.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7955830441663856e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Ya tengo todo listo para regalar sueños más tarde!,0.0,11/29/2023 07:28,<NA>,Historia de Instagram,nan,Total,363.0,2.0,0.0,2.0,0.0,353.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8105582979360596e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¿Te has sentido incomprendida cuando tienes sueños premonitorios?,0.0,11/27/2023 09:57,<NA>,Historia de Instagram,nan,Total,4916.0,3.0,0.0,40.0,3.0,4955.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8276727513086136e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,11/25/2023 15:43,<NA>,Historia de Instagram,nan,Total,2559.0,3.0,0.0,13.0,1.0,2293.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7995167398516166e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,3.0,11/23/2023 14:06,<NA>,Historia de Instagram,nan,Total,907.0,4.0,0.0,5.0,0.0,819.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8010432106076254e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,4.0,11/22/2023 20:18,<NA>,Historia de Instagram,nan,Total,567.0,3.0,0.0,9.0,1.0,573.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7980893272572032e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Qué emoción!
Pronto les compartiré los detalles de este curso.",3.0,11/21/2023 10:17,<NA>,Historia de Instagram,nan,Total,1866.0,2.0,0.0,8.0,0.0,1621.0,nan,1.0,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7859631320054028e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Desayunando mientras planeo un curso de sueños premonitorios,0.0,11/20/2023 09:44,<NA>,Historia de Instagram,nan,Total,7545.0,3.0,0.0,56.0,0.0,7450.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7870940521966204e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Qué bonito
verla en 3D",7.0,11/17/2023 19:44,<NA>,Historia de Instagram,nan,Total,523.0,5.0,0.0,2.0,0.0,531.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7948325989708984e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Bonito fin de semana!,3.0,11/17/2023 15:38,<NA>,Historia de Instagram,nan,Total,1688.0,5.0,0.0,7.0,0.0,1534.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.839493300601e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Sueños,0.0,11/14/2023 15:09,<NA>,Historia de Instagram,nan,Total,1117.0,5.0,0.0,13.0,0.0,1124.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.795994588654558e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Que tengas buen inicio de semana Saludos desde,0.0,11/13/2023 10:39,<NA>,Historia de Instagram,nan,Total,4649.0,11.0,0.0,15.0,0.0,4643.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7998946678246714e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Bonita tarde!,0.0,11/12/2023 16:00,<NA>,Historia de Instagram,nan,Total,470.0,5.0,0.0,8.0,0.0,506.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7923750001719352e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,11/12/2023 15:12,<NA>,Historia de Instagram,nan,Total,444.0,4.0,0.0,2.0,0.0,444.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.785063488408452e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,4.0,11/12/2023 15:11,<NA>,Historia de Instagram,nan,Total,508.0,2.0,0.0,1.0,0.0,497.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.799776631909307e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Sueños 
despiertos",0.0,11/12/2023 13:10,<NA>,Historia de Instagram,nan,Total,1321.0,5.0,0.0,8.0,0.0,1345.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8039880114575396e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Me gustó mucho!,3.0,11/11/2023 08:32,<NA>,Historia de Instagram,nan,Total,851.0,1.0,0.0,4.0,0.0,817.0,nan,1.0,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.80569643374827e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Honrando los sueños de mis seguidores,6.0,11/09/2023 08:19,<NA>,Historia de Instagram,nan,Total,158.0,0.0,0.0,1.0,1.0,296.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8014978665799172e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Honrando los sueños de mis seguidores 🙌,7.0,11/09/2023 08:17,<NA>,Historia de Instagram,nan,Total,162.0,0.0,0.0,1.0,0.0,292.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8087853291379636e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Honrando los 
sueños de mis seguidores 🙌",7.0,11/09/2023 08:15,<NA>,Historia de Instagram,nan,Total,174.0,0.0,0.0,2.0,1.0,354.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8012139780978632e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Una posibilidad de este sueño es preguntarte si hay algo en tu vida que te incomoda,4.0,11/09/2023 08:14,<NA>,Historia de Instagram,nan,Total,213.0,0.0,0.0,2.0,1.0,386.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7987857904252792e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Honrando los 
sueños de mis 
seguidores 🙌",8.0,11/08/2023 19:20,<NA>,Historia de Instagram,nan,Total,323.0,1.0,0.0,3.0,0.0,419.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7978848769605924e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Soñé con varios perros que hablaban,0.0,11/08/2023 09:14,<NA>,Historia de Instagram,nan,Total,843.0,1.0,0.0,9.0,0.0,844.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.803072768472243e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Estoy muy orgullosa del trabajo que hacemos en @ekrmexico,0.0,11/05/2023 16:04,<NA>,Historia de Instagram,nan,Total,831.0,1.0,0.0,3.0,0.0,852.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.839718286801693e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Que los sueños
te acompañen",0.0,11/05/2023 14:10,<NA>,Historia de Instagram,nan,Total,1169.0,3.0,0.0,9.0,0.0,1200.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7873531243989876e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Provecho!,5.0,11/03/2023 20:01,<NA>,Historia de Instagram,nan,Total,2093.0,5.0,0.0,9.0,0.0,1978.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7985411503290708e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Les presento  Un increíble proyecto para fomentar el autoestima en los niños y prevenir la depresión y ansiedad,21.0,11/02/2023 15:34,<NA>,Historia de Instagram,nan,Total,654.0,3.0,0.0,4.0,0.0,715.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7857357266050528e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Una tlayuda para cerrar mi viaje a  Gracias @ekrmexico por la oportunidad,0.0,11/01/2023 15:23,<NA>,Historia de Instagram,nan,Total,1395.0,2.0,0.0,7.0,0.0,1404.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8073948381420264e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Y quesadilla de chapulines,3.0,11/01/2023 10:17,<NA>,Historia de Instagram,nan,Total,382.0,2.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7966100773640496e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Chocolate,
pan de muerto
y café de Oaxaca",0.0,11/01/2023 10:15,<NA>,Historia de Instagram,nan,Total,537.0,4.0,0.0,2.0,0.0,528.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.803451225660807e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/31/2023 17:08,<NA>,Historia de Instagram,nan,Total,273.0,1.0,0.0,1.0,0.0,268.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8011401732977696e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Provecho!,0.0,10/31/2023 16:37,<NA>,Historia de Instagram,nan,Total,307.0,2.0,0.0,nan,0.0,292.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.80164642567575e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Es mi noche!,3.0,10/31/2023 15:15,<NA>,Historia de Instagram,nan,Total,331.0,4.0,0.0,nan,0.0,304.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7999035880239456e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Gracias por seguirme!,0.0,10/31/2023 09:42,<NA>,Historia de Instagram,nan,Total,346.0,3.0,0.0,1.0,0.0,328.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.793310856767003e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Buenos días!,0.0,10/31/2023 08:00,<NA>,Historia de Instagram,nan,Total,412.0,6.0,0.0,nan,0.0,411.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.80078769340207e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,20.0,10/30/2023 16:25,<NA>,Historia de Instagram,nan,Total,302.0,2.0,0.0,1.0,0.0,297.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.827223611408255e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Está bien bonito 😻,3.0,10/30/2023 12:44,<NA>,Historia de Instagram,nan,Total,174.0,1.0,0.0,nan,0.0,167.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.803308855561572e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Más detalles del portavasos en la siguiente historia 😽,0.0,10/30/2023 12:41,<NA>,Historia de Instagram,nan,Total,202.0,0.0,0.0,nan,0.0,198.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7994478157115556e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Si estás en  Estaré con @ekrmexico 
presentando @thelastecstaticdays",3.0,10/30/2023 11:16,<NA>,Historia de Instagram,nan,Total,275.0,0.0,0.0,1.0,0.0,271.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7844089583086816e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/29/2023 15:11,<NA>,Historia de Instagram,nan,Total,7241.0,5.0,0.0,29.0,0.0,7235.0,nan,nan,4.0,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.798168664032538e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/27/2023 20:09,<NA>,Historia de Instagram,nan,Total,835.0,0.0,0.0,6.0,2.0,874.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.810707522435264e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,8.0,10/26/2023 15:54,<NA>,Historia de Instagram,nan,Total,569.0,0.0,0.0,2.0,0.0,561.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7998018973057596e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Adivina dónde estoy!,0.0,10/25/2023 17:58,<NA>,Historia de Instagram,nan,Total,2591.0,2.0,0.0,16.0,0.0,2619.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.790478473085055e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Buenos días,0.0,10/23/2023 10:12,<NA>,Historia de Instagram,nan,Total,1567.0,3.0,0.0,6.0,0.0,1616.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.788543743994382e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Buenos días,0.0,10/19/2023 09:17,<NA>,Historia de Instagram,nan,Total,1533.0,2.0,0.0,14.0,0.0,1623.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.799125196014198e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Buenos días,0.0,10/16/2023 10:19,<NA>,Historia de Instagram,nan,Total,6409.0,8.0,0.0,21.0,0.0,6576.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8207687037262756e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Que tengas bonito fin de semana!,0.0,10/14/2023 17:30,<NA>,Historia de Instagram,nan,Total,5121.0,8.0,0.0,32.0,2.0,5180.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8307794460112164e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Bonita tarde,4.0,10/11/2023 16:26,<NA>,Historia de Instagram,nan,Total,528.0,4.0,0.0,10.0,0.0,513.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7995514285247636e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Estoy colaborando en este entrenamiento presencial para @ekrmexico,0.0,10/05/2023 13:43,<NA>,Historia de Instagram,nan,Total,801.0,1.0,0.0,5.0,0.0,802.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7975277797544956e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Buen provecho,0.0,10/04/2023 13:57,<NA>,Historia de Instagram,nan,Total,1213.0,4.0,0.0,9.0,0.0,1221.0,nan,nan,nan,nan,0.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7975166767348218e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,15.0,10/03/2023 05:00,<NA>,Historia de Instagram,nan,Total,228.0,2.0,0.0,2.0,0.0,243.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.79967917874831e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/02/2023 10:20,<NA>,Historia de Instagram,nan,Total,232.0,1.0,0.0,nan,0.0,225.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.828880562412303e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,5.0,10/02/2023 10:19,<NA>,Historia de Instagram,nan,Total,261.0,1.0,0.0,nan,1.0,245.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.789606872887048e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,10/02/2023 10:17,<NA>,Historia de Instagram,nan,Total,414.0,2.0,0.0,nan,0.0,438.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.790040868475238e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,07/06/2023 08:40,<NA>,Historia de Instagram,nan,Total,547.0,1.0,0.0,4.0,0.0,546.0,nan,nan,nan,nan,-2.0,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
